Marca temporal;¿Cuál es su rol dentro de la universidad?;¿En qué rango de edad se encuentra?;¿Con qué genero se identifica?;Si es posible, indíquenos a qué facultad de la lista pertenece.;¿Conoce la diferencia entre astronomía y ciencias planetarias?;¿Qué desincentiva su interés al leer/investigar sobre ciencias planetarias?;¿Qué haría que aumentara su interés sobre las ciencias planetarias?;¿Le interesaría visitar un blog con artículos acerca del sistema solar?;¿Sobre qué cuerpo/objeto del sistema solar le interesaría aprender con mayor profundidad?;¿Sobre cuáles de estos temas relacionados con los cuerpos del sistema solar le interesaría conocer más?;1. ¿Qué científico colombiano tiene un cráter en la Luna con su nombre?;2. ¿Cuántos planetas tiene nuestro sistema solar;3. ¿Dónde está ubicado el cinturón de asteroides?;4. ¿Cuál es el planeta mas caliente del sistema solar?;5. Con una temperatura promedio de 201° bajo cero en superficie ¿cuál es el planeta más frío del sistema solar?;6. ¿Cuál es el planeta más grande del sistema solar?;7. ¿Quién fue el primer hombre en observar los satélites principales de Júpiter?;8. Uno de los espectáculos más impresionantes a nivel del sistema solar es la presencia de anillos alrededor de Saturno, ¿Cuál de los siguientes planetas también presenta anillos?;9. En comparación al año terrestre (365,25 días), ¿qué planeta del sistema solar tiene una menor duración en su año?;10. Los rovers Curiosity y Oportunity fueron desplegados en la superficie del planeta:;11. ¿Cómo se le llama a la nube esférica de objetos transneptunianos que se encuentra en los límites del sistema solar?
7/3/2020 9:07:30;Egresado;25 a 30 años;Femenino;Facultad de Ingeniería;Sí;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;El sol;Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Tycho Brahe;Neptuno;Mercurio;Marte;Nube de Kuiper
7/3/2020 9:07:58;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ingeniería;No;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;Saturno;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de la Tierra y Marte;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube Nimbostrata
7/3/2020 9:09:05;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Medicina;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;La Tierra;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Tycho Brahe;Urano;Venus;Marte;Nube de Kuiper
7/3/2020 9:09:34;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ingeniería;Sí;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;La Tierra;Las características geoquímicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 9:10:21;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ciencias Económicas;No;Falta de material llamativo en bibliotecas ?? ;Todas las anteriores;Sí;Todos ;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Venus;Marte;Nube de Oort
7/3/2020 9:10:34;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Satélites;Las características de los satélites de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas de Venus y la Tierra;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 9:10:53;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Económicas;Sí;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Marte;Marte;Nube de Kuiper
7/3/2020 9:11:04;Egresado;30 a 40 años;Masculino;Facultad de Ciencias Humanas;Sí;Me encanta el tema de astronomía y ciencias planetarias. La limitación se debe más al tiempo, pero estoy atento de programas como Cosmos y sigo canales de astronomía en YouTube;Conocer personas que compartan el mismo interes;Sí;El sol;Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Oort
7/3/2020 9:11:10;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No es particularmente de mi interés aunque tiene afinidad con un area afin a mi carrera;Conocer proyectos que apliquen estos conocimientos;Sí;Marte;Las características físicas de los planetas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Neptuno;Venus;Marte;Nube de Kuiper
7/3/2020 9:11:31;Estudiante de pregrado o posgrado;25 a 30 años;Femenino;Facultad de Ciencias Humanas;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Urano;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Jupiter;Venus;Marte;Nube de Oort
7/3/2020 9:11:59;Estudiante de pregrado o posgrado;30 a 40 años;Femenino;Facultad de Enfermería;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Júpiter;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Neptuno;Mercurio;Marte;Nube de Kuiper
7/3/2020 9:12:07;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Satélites;Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas, Las principales características de los asteroides;Salomón Hakim;7;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 9:12:09;Estudiante de pregrado o posgrado;Menos de 18 años;Masculino;Facultad de Ingeniería;Sí;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Sobre todos los exoplanetas descubiertos hasta ahora;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Manuel Elkin Patarroyo;7;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Venus;Marte;Nube de Kuiper
7/3/2020 9:12:31;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias Humanas;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Planetas enanos;Las características geológicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Venus;Marte;Nube de Oort
7/3/2020 9:12:36;Estudiante de pregrado o posgrado;25 a 30 años;Femenino;Facultad de Medicina;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;Sí;El sol;Las principales características de los asteroides;Julio Garavito Armero;8;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Venus;Marte;Nube de Kuiper
7/3/2020 9:12:37;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ingeniería;No;No me desincentiva leer sobre el tema, aunque a menudo es información complicada;Conocer personas que compartan el mismo interes;Sí;Marte;Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 9:12:41;Estudiante de pregrado o posgrado;Menos de 18 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer personas que compartan el mismo interes;Sí;Satélites;Las características geológicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de la Tierra y Marte;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 9:13:02;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;La información disponible es muy especializada;Contar con la información sintetizada;No;El sol;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Neptuno;Marte;Nube de Kuiper
7/3/2020 9:13:05;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Artes;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;No;El sol;Las características geoquímicas de los planetas, Las características físicas de los planetas;Salomón Hakim;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Saturno;Galileo Galilei;Urano;Mercurio;Venus;Nube Nimbostrata
7/3/2020 9:13:18;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;Sí;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;Satélites;Las características geológicas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas;Salomón Hakim;7;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Saturno;Nicolás Copérnico;Jupiter;Mercurio;Marte;Nube de Google
7/3/2020 9:13:24;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Humanas;No;La información disponible es muy especializada;Contar con la información sintetizada;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Francisco José de Caldas;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube Nimbostrata
7/3/2020 9:13:49;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias Económicas;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;No;La Tierra;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Francisco José de Caldas;8;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Saturno;Galileo Galilei;Urano;Mercurio;Marte;Nube de Kuiper
7/3/2020 9:13:53;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geológicas de los planetas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube Nimbostrata
7/3/2020 9:14:06;Administrativo;30 a 40 años;Femenino;;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Planetas enanos;Las características de los satélites de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;7;Entre las órbitas Júpiter y Saturno;Marte;Pluton;Júpiter;Galileo Galilei;Neptuno;Neptuno;Marte;Nube de Google
7/3/2020 9:14:41;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;No;El sol;Las características físicas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube Nimbostrata
7/3/2020 9:15:56;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No me interesa;Sin ofender, nada.;No;-;Las principales características de los cometas;Julio Garavito Armero;7;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 9:16:19;Estudiante de pregrado o posgrado;18 a 24 años;Prefiero no decirlo;Facultad de Medicina, Veterinaria y de Zootecnia;No;A veces la información que se encuentra, requiere conocimientos previos, y a veces el lenguaje es muy científico;Conocer personas que compartan el mismo interes;Sí;Me gustaría saber sobre todos los mensionados y no sé si quepa acá, pero las galaxias cercanas y las estrellas ;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Saturno;Galileo Galilei;Ninguna de las anteriores;Marte;Marte;Nube de Kuiper
7/3/2020 9:17:52;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias Humanas;Sí;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;Satélites;Las características de los satélites de los planetas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Marte;Pluton;Júpiter;Nicolás Copérnico;Urano;Neptuno;Mercurio;Nube Nimbostrata
7/3/2020 9:17:59;Egresado;30 a 40 años;Femenino;Facultad de Ciencias Humanas;Sí;No me desincentiva nada.;Conocer espacios de divulgación sobre estos temas;No;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 9:18:51;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Humanas;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Saturno;Galileo Galilei;Ninguna de las anteriores;Venus;Urano;Nube de Oort
